conversation_id,conversation
71,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi thriller movie suggest karo jisme Yami Gautam ho?"",
      ""agent"": ""Namaste! Kaisi chal rahi hai aapki? Koi aisi film dekhi jo aapko bahut pasand aayi ho? Thriller movies ke baare mein aapko kya pasand aata hai?""
    },
    {
      ""user"": ""Main bhi theek hoon. Maine abhi-abhi 'Thursday' dekhi hai."",
      ""agent"": ""Waah, 'Thursday'! Yeh film to kaafi thriller hai. Kya aapko film pasand aayi? Yami Gautam ka performance kaisa laga? Aur kya aapko film ka climax pasand aaya?""
    },
    {
      ""user"": ""Haan, film bahut hi mast thi. Yami Gautam ne to apni acting se sabko impress kar diya. Mujhe to film ka climax sabse zyada yaad raha. Itna twist tha ki main bilkul shock ho gaya tha."",
      ""agent"": ""Haan, climax to bahut hi unexpected tha. Yami Gautam ne apne character ko kaise nibhaya, yeh dekhna bahut interesting tha. Aapko Yami Gautam ki aur konsi film pasand hai?""
    },
    {
      ""user"": ""Mujhe 'Uri: The Surgical Strike' bhi bahut pasand hai. Aapko kya lagta hai, kya 'Thursday' aur 'Uri: The Surgical Strike' dono hi films mein Yami Gautam ne ek hi tarah ka role nibhaya hai?"",
      ""agent"": ""Dono hi films mein Yami Gautam ne different roles nibhaye hain. 'Thursday' mein woh ek school teacher thi, jabki 'Uri: The Surgical Strike' mein woh एक army officer थी. Dono hi roles mein unhone apni acting skills ka bahut acha use kiya hai. Aapko kon sa role zyada pasand aaya?""
    }
  ],
  ""movie"": ""Thursday""
}"
72,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi thriller movie suggest karo jisme suspense ho?"",
      ""agent"": ""Namaste! Kaisi chal rahi hai aapki? Koi aisi film dekhi jo aapko bahut pasand aayi ho? Thriller movies ke baare mein aapko kya pasand aata hai?""
    },
    {
      ""user"": ""Main bhi theek hoon. Maine abhi-abhi 'Wajah Tum Ho' dekhi hai."",
      ""agent"": ""Waah, 'Wajah Tum Ho'! Yeh film to kaafi thriller hai. Kya aapko film pasand aayi? Shah Rukh Khan ka performance kaisa laga? Aur kya aapko film ka climax pasand aaya?""
    },
    {
      ""user"": ""Haan, film bahut hi mast thi. Shah Rukh Khan ne to apni acting se sabko impress kar diya. Mujhe to film ka climax sabse zyada yaad raha. Itna twist tha ki main bilkul shock ho gaya tha."",
      ""agent"": ""Haan, climax to bahut hi unexpected tha. Shah Rukh Khan ne apne character ko kaise nibhaya, yeh dekhna bahut interesting tha. Aapko Shah Rukh Khan ki aur konsi film pasand hai?""
    },
    {
      ""user"": ""Mujhe 'Dilwale Dulhania Le Jayenge' bhi bahut pasand hai. Aapko kya lagta hai, kya 'Wajah Tum Ho' aur 'Dilwale Dulhania Le Jayenge' dono hi films mein Shah Rukh Khan ne ek hi tarah ka role nibhaya hai?"",
      ""agent"": ""Dono hi films mein Shah Rukh Khan ne different roles nibhaye hain. 'Wajah Tum Ho' mein woh ek lawyer tha, jabki 'Dilwale Dulhania Le Jayenge' mein woh ek NRI tha. Dono hi roles mein unhone apni acting skills ka bahut acha use kiya hai. Aapko kon sa role zyada pasand aaya?""
    }
  ],
  ""movie"": ""Wajah Tum Ho""
}"
73,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Rohan hai."",
      ""agent"": ""Rohan ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai? Aaj kal kya mood chal raha hai?""
    },
    {
      ""user"": ""Kuch heartwarming aur inspiring dekhne ka mann hai."",
      ""agent"": ""Samajh gaya, Rohan ji. Agar aapko inspiring aur heartwarming story dekhni hai, toh main recommend karunga 'Laal Singh Chaddha'. Yeh Aamir Khan ki latest film hai, aur ek bohot hi emotional aur uplifting kahani hai.""
    },
    {
      ""user"": ""Acha, yeh kaunsi film hai?"",
      ""agent"": ""'Laal Singh Chaddha' ek aise insaan ki kahani hai jo apni simplicity aur innocence ke saath life ke har challenge ka saamna karta hai. Yeh film Hollywood ki 'Forrest Gump' ka Indian adaptation hai, lekin apne andaaz mein kaafi unique aur special hai.""
    },
    {
      ""user"": ""Sounds interesting! Storyline aur performances kaise hain?"",
      ""agent"": ""Storyline bahut hi touching hai, aur Aamir Khan ne apne role mein kamaal ki performance di hai. Film aapke dil ko zaroor chu legi.""
    },
    {
      ""user"": ""Perfect! Is weekend yeh film dekhunga. Thanks for the recommendation!"",
      ""agent"": ""Mujhe khushi hai ki aapko yeh suggestion pasand aaya. Enjoy the movie, Rohan ji! Aur agar aur koi recommendation chahiye ho toh zaroor bataye.""
    }
  ],
  ""movies"": [""Laal Singh Chaddha""]
}
"
74,"{
  ""conversation"": [
    {
      ""user"": ""Hey! Kuch action-packed movie recommend kar sakte ho?"",
      ""agent"": ""Sure! Pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Amit hai."",
      ""agent"": ""Amit ji, aapse milke achha laga. Aapko action-packed movie chahiye, toh 'Singham' zaroor dekhni chahiye. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya khaas hai?"",
      ""agent"": ""'Singham' Ajay Devgn ki film hai, jismein woh ek no-nonsense cop ka role play karte hain. Film ek corrupt politician ke against unki fight ke aas-paas ghoomti hai. High-octane action scenes aur power-packed dialogues se bhari hui hai.""
    },
    {
      ""user"": ""Sounds intense! Aur kuch?"",
      ""agent"": ""'Singham' ki direction Rohit Shetty ne ki hai, toh aap expect kar sakte hain larger-than-life stunts aur entertaining sequences. Ajay Devgn ka performance ek dum solid hai, jo aapko screen se bandhe rakhega.""
    },
    {
      ""user"": ""Yeh to perfect lag rahi hai! Zaroor dekhunga."",
      ""agent"": ""Mujhe khushi hai ki aapko yeh suggestion pasand aaya, Amit ji. 'Singham' dekhna ek action-packed experience hoga. Enjoy the movie!""
    }
  ],
  ""movies"": [""Singham""]
}
"
75,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Arjun hai."",
      ""agent"": ""Arjun ji, aapse milkar accha laga. Aaj kal aapko kis type ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe action aur drama pasand hai, kuch thrilling dekhne ka mood hai."",
      ""agent"": ""Toh phir Arjun ji, aapko 'Raees' dekhni chahiye. Yeh Shah Rukh Khan ki ek intense action-drama film hai.""
    },
    {
      ""user"": ""Oh, Raees! Yeh kaisi film hai?"",
      ""agent"": ""'Raees' Gujarat ke ek bootlegger ki story hai jo apne dhandhe ko badhane ke liye sab kuch karta hai. Shah Rukh Khan ne apni powerful presence ke saath is character ko bahut acchi tarah se nibhaya hai.""
    },
    {
      ""user"": ""Sounds like a must-watch! Story aur action kaisa hai?"",
      ""agent"": ""Story gripping hai, aur action sequences aapko edge pe rakhte hain. Dialogues bhi kaafi impactful hain. Agar aapko drama aur action pasand hai, toh yeh film aapke liye perfect hai.""
    },
    {
      ""user"": ""Great! Is weekend yeh film zaroor dekhunga. Thanks!"",
      ""agent"": ""Aapka weekend ab zabardast hoga, Arjun ji! Enjoy the movie. Agar aur koi film recommendation chahiye toh bataiye.""
    }
  ],
  ""movies"": [""Raees""]
}
"
76,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Saurabh hai."",
      ""agent"": ""Saurabh ji, aapse milkar khushi hui. Aaj kal aapko kis type ki film dekhne ka mann hai?""
    },
    {
      ""user"": ""Kuch emotional aur impactful dekhna chahta hoon."",
      ""agent"": ""Samajh gaya, Saurabh ji. Aapko 'Taare Zameen Par' dekhni chahiye. Yeh ek aisi film hai jo aapko sochne par majboor kar degi, aur aapke dil ko chhoo legi.""
    },
    {
      ""user"": ""Yeh kaunsi film hai?"",
      ""agent"": ""'Taare Zameen Par' ek chote ladke ki kahani hai jo dyslexia se joojh raha hai, aur kaise uska art teacher uski life badal deta hai. Aamir Khan ne is film ko direct bhi kiya hai, aur yeh film emotional journey ko bahut hi acchi tarah se dikhati hai.""
    },
    {
      ""user"": ""Sounds really deep and meaningful."",
      ""agent"": ""Bilkul Saurabh ji, yeh film aapko zaroor inspire karegi. It's a must-watch!""
    },
    {
      ""user"": ""Great, I'll watch it this weekend. Thanks!"",
      ""agent"": ""Mujhe khushi hai ki aapko yeh suggestion pasand aaya. Enjoy the movie, Saurabh ji!""
    }
  ],
  ""movies"": [""Taare Zameen Par""]
}
"
77,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Sneha hai."",
      ""agent"": ""Sneha ji, aapse milkar khushi hui. Aap aaj kal kaise filmein dekhna pasand karti hain?""
    },
    {
      ""user"": ""Mujhe romantic drama pasand hai, kuch classic love story suggest karenge?"",
      ""agent"": ""'Veer-Zaara' dekh kar dekhiye. Yeh ek timeless love story hai jo aapko ek emotional journey par le jaayegi.""
    },
    {
      ""user"": ""Yeh kaunsi film hai?"",
      ""agent"": ""'Veer-Zaara' Shah Rukh Khan aur Preity Zinta ke behtareen performances ke saath ek Indian Air Force pilot aur Pakistani ladki ki kahani hai. Yash Chopra ne isse direct kiya hai, aur isme pyaar aur sacrifice ki kahani dikhayi gayi hai.""
    },
    {
      ""user"": ""Sounds beautiful. I'll definitely watch it."",
      ""agent"": ""Sneha ji, yeh film aapke dil ko zaroor choo legi. Enjoy the movie!""
    }
  ],
  ""movies"": [""Veer-Zaara""]
}
"
78,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Arjun hai."",
      ""agent"": ""Arjun ji, aapse milkar achha laga. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe intense aur passionate love stories dekhna pasand hai."",
      ""agent"": ""Toh Arjun ji, 'Goliyon Ki Rasleela Ram-Leela' perfect choice hogi. Yeh ek passionate love story hai jisme Ranveer Singh aur Deepika Padukone ne kamaal ki performance di hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Goliyon Ki Rasleela Ram-Leela' Sanjay Leela Bhansali ki directorial masterpiece hai. Yeh Shakespeare ki Romeo and Juliet par based hai, aur isme intense love, family feuds, aur visually stunning scenes hain.""
    },
    {
      ""user"": ""Sounds powerful. I'll watch it soon."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Arjun ji. Enjoy the drama!""
    }
  ],
  ""movies"": [""Goliyon Ki Rasleela Ram-Leela""]
}
"
79,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Rohan hai."",
      ""agent"": ""Rohan ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhna chahte hain?""
    },
    {
      ""user"": ""Mujhe adventure aur action pasand hai, kuch bada aur dramatic suggest kariye."",
      ""agent"": ""'Thugs of Hindostan' aapke liye best option hogi. Yeh ek epic action-adventure film hai jisme Amitabh Bachchan aur Aamir Khan ne zabardast roles kiye hain.""
    },
    {
      ""user"": ""Yeh film kaise hai?"",
      ""agent"": ""'Thugs of Hindostan' 18th century ke India mein set hai. Isme pirates, revenge, aur large-scale battles hain. Visuals aur action sequences is film ka highlight hain.""
    },
    {
      ""user"": ""Sounds like a visual treat. I'll give it a watch."",
      ""agent"": ""Rohan ji, yeh film aapko ek thrilling experience degi. Enjoy the adventure!""
    }
  ],
  ""movies"": [""Thugs of Hindostan""]
}
"
80,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Pooja hai."",
      ""agent"": ""Pooja ji, aapse milkar achha laga. Aapko kis tarah ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe hard-hitting aur socially relevant filmein dekhna pasand hai."",
      ""agent"": ""Toh Pooja ji, 'Bheed' aapke liye ek perfect choice hogi. Yeh film ek intense social drama hai jo aapko sochne par majboor kar degi.""
    },
    {
      ""user"": ""Yeh film kis bare mein hai?"",
      ""agent"": ""'Bheed' 2020 ke lockdown ke waqt migrant workers ke struggles ko highlight karti hai. Yeh film real-life events par based hai aur aapko deeply impact karegi.""
    },
    {
      ""user"": ""Sounds intense. I'll definitely watch it."",
      ""agent"": ""Mujhe puri ummeed hai ki aapko yeh film pasand aayegi. Enjoy the impactful storytelling!""
    }
  ],
  ""movies"": [""Bheed""]
}
"
81,"{
  ""conversation"": [
    {
      ""user"": ""Hi there!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Anjali hai."",
      ""agent"": ""Anjali ji, aapse milkar khushi hui. Aaj kal aap kis tarah ki filmein dekhne ka mann bana rahi hain?""
    },
    {
      ""user"": ""Mujhe complex relationship dramas dekhna pasand hai."",
      ""agent"": ""'Kabhi Alvida Naa Kehna' aapke liye ek perfect pick hogi. Yeh ek intense relationship drama hai jo modern relationships ke complexities ko explore karta hai.""
    },
    {
      ""user"": ""Is film mein kya khas hai?"",
      ""agent"": ""'Kabhi Alvida Naa Kehna' mein Shah Rukh Khan, Rani Mukerji, Preity Zinta aur Abhishek Bachchan lead roles mein hain. Yeh film love, marriage, aur betrayal ki kahani ko bahut hi emotionally explore karti hai.""
    },
    {
      ""user"": ""Sounds like something I'd enjoy. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Anjali ji. Enjoy the emotional rollercoaster!""
    }
  ],
  ""movies"": [""Kabhi Alvida Naa Kehna""]
}
"
82,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Vijay hai."",
      ""agent"": ""Vijay ji, aapse milkar achha laga. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe social comedy pasand hai, jisme thoda sa message bhi ho."",
      ""agent"": ""'Badhaai Do' aapke liye ek acchi choice hogi. Yeh ek light-hearted comedy hai jo important social issues ko highlight karti hai.""
    },
    {
      ""user"": ""Yeh kis baare mein hai?"",
      ""agent"": ""'Badhaai Do' Rajkummar Rao aur Bhumi Pednekar ke behtareen performances ke saath LGBTQ+ community aur beard marriages par focus karti hai. Isme comedy ke saath saath ek important social message bhi hai.""
    },
    {
      ""user"": ""Sounds meaningful and fun. I'll check it out."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Vijay ji. Enjoy the laughter with a message!""
    }
  ],
  ""movies"": [""Badhaai Do""]
}
"
83,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Radhika hai."",
      ""agent"": ""Radhika ji, aapse milkar khushi hui. Aaj kal aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe romantic comedies pasand hain, kuch shaadi ke aas-paas set ho to accha lagega."",
      ""agent"": ""'Prem Ki Shaadi' aapke liye ek acchi choice hogi. Yeh ek fun-filled romantic comedy hai jo shaadi aur pyaar ke aas-paas ghoomti hai.""
    },
    {
      ""user"": ""Yeh film kis baare mein hai?"",
      ""agent"": ""'Prem Ki Shaadi' ek couple ki kahani hai jo shaadi ke concept se struggle karte hain, aur is journey mein kaise unka pyaar aur bhi gehra hota hai. Film mein comedy aur emotions ka perfect blend hai.""
    },
    {
      ""user"": ""Sounds cute and fun. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Radhika ji. Enjoy the laughter and romance!""
    }
  ],
  ""movies"": [""Prem Ki Shaadi""]
}
"
84,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Raj hai."",
      ""agent"": ""Raj ji, aapse milkar achha laga. Aaj kal aap kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe horror films pasand hain, kuch creepy dekhna chahta hoon."",
      ""agent"": ""'Ghost Stories' dekh kar dekhiye. Yeh ek anthology horror film hai jisme creepy aur unsettling stories hain jo aapko darane mein safal rahengi.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Ghost Stories' ek anthology film hai jisme 4 different directors ne apne apne horror stories batayi hain. Har ek story mein alag angle aur creepy elements hain, jo horror genre ke fans ke liye perfect hai.""
    },
    {
      ""user"": ""Sounds like a great pick for a spooky night. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Raj ji. Enjoy the chills!""
    }
  ],
  ""movies"": [""Ghost Stories""]
}
"
85,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Aarav hai."",
      ""agent"": ""Aarav ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe action-packed aur intense stories pasand hain."",
      ""agent"": ""'Pushpa: The Rule - Part 2' aapke liye ek dhamakedar choice hogi. Isme high-octane action aur gripping storyline hai jo aapko edge-of-the-seat par rakhegi.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Pushpa: The Rule - Part 2' Allu Arjun ki blockbuster 'Pushpa: The Rise' ka sequel hai. Isme Pushpa ke journey aur uske rule ko aur bhi intense aur thrilling andaaz mein dikhaya gaya hai.""
    },
    {
      ""user"": ""Sounds exciting! I'll definitely watch it."",
      ""agent"": ""Aarav ji, yeh film aapko action aur drama ka full dose degi. Enjoy the adrenaline rush!""
    }
  ],
  ""movies"": [""Pushpa: The Rule - Part 2""]
}
"
86,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Ankit hai."",
      ""agent"": ""Ankit ji, aapse milkar khushi hui. Aap aaj kal kis tarah ki filmein dekhna pasand karenge?""
    },
    {
      ""user"": ""Mujhe fun, entertaining filmein dekhna pasand hai, jisme thoda romance aur comedy ho."",
      ""agent"": ""'Main Hoon Na' aapke liye ek perfect choice hai. Yeh film ek entertaining mix hai comedy, romance, aur action ka.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Main Hoon Na' Shah Rukh Khan ki lead role mein ek masala entertainer hai. Isme action, comedy, aur college romance ka zabardast combination hai. Farah Khan ka directorial debut bhi hai yeh film.""
    },
    {
      ""user"": ""Sounds like a complete package! I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Ankit ji. Enjoy the entertainment!""
    }
  ],
  ""movies"": [""Main Hoon Na""]
}
"
87,"{
  ""conversation"": [
    {
      ""user"": ""Hi there!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Meera hai."",
      ""agent"": ""Meera ji, aapse milkar khushi hui. Aaj kal aap kis type ki filmein dekhne ka mann bana rahi hain?""
    },
    {
      ""user"": ""Mujhe patriotic aur intense love stories pasand hain."",
      ""agent"": ""'Gadar: Ek Prem Katha' aapke liye ek classic choice hogi. Yeh film ek emotional love story ke saath deshbhakti ka zabardast mix hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Gadar: Ek Prem Katha' Sunny Deol aur Amisha Patel ki lead roles mein ek epic love story hai jo India-Pakistan partition ke backdrop mein set hai. Yeh film pyaar, sacrifice, aur deshbhakti ko acchi tarah se portray karti hai.""
    },
    {
      ""user"": ""Sounds powerful. I'll definitely watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Meera ji. Enjoy the emotional journey!""
    }
  ],
  ""movies"": [""Gadar: Ek Prem Katha""]
}
"
88,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Kunal hai."",
      ""agent"": ""Kunal ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhna chahenge?""
    },
    {
      ""user"": ""Mujhe sports-based inspirational filmein pasand hain."",
      ""agent"": ""'Chak De! India' aapke liye ek behtareen choice hogi. Yeh ek inspirational sports drama hai jo aapko motivate karega.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Chak De! India' Shah Rukh Khan ki lead role mein ek motivating story hai. Yeh film women's hockey team ke struggles aur ek coach ke unke saath journey ko dikhati hai. Yeh ek must-watch film hai for all sports lovers.""
    },
    {
      ""user"": ""Sounds like a great movie! I'll definitely watch it."",
      ""agent"": ""Aapko yeh film zaroor inspire karegi, Kunal ji. Enjoy the motivation!""
    }
  ],
  ""movies"": [""Chak De! India""]
}
"
89,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Riya hai."",
      ""agent"": ""Riya ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe romantic drama filmein pasand hain, jisme thoda intensity ho."",
      ""agent"": ""'Mohabbatein' aapke liye perfect choice hogi. Yeh film romance aur emotions se bhari hui hai.""
    },
    {
      ""user"": ""Yeh film kaise hai?"",
      ""agent"": ""'Mohabbatein' mein Shah Rukh Khan aur Amitabh Bachchan lead roles mein hain. Yeh film love aur discipline ke beech ke conflict ko dikhati hai, aur kaise pyaar ke liye ladna zaroori hota hai.""
    },
    {
      ""user"": ""Sounds interesting. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Riya ji. Enjoy the romantic drama!""
    }
  ],
  ""movies"": [""Mohabbatein""]
}
"
90,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Aman hai."",
      ""agent"": ""Aman ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe superhero filmein dekhna pasand hai, kuch action aur sci-fi ho to maza aa jayega."",
      ""agent"": ""'Krrish 3' dekh kar dekhiye. Yeh ek thrilling superhero film hai jisme action aur sci-fi ka zabardast combination hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Krrish 3' Hrithik Roshan ki popular Krrish franchise ka third installment hai. Isme superhero action sequences, sci-fi elements, aur VFX effects ka behtareen blend hai.""
    },
    {
      ""user"": ""Sounds exciting! I'll watch it soon."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Aman ji. Enjoy the superhero action!""
    }
  ],
  ""movies"": [""Krrish 3""]
}
"
91,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Nisha hai."",
      ""agent"": ""Nisha ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe intense love stories pasand hain, jisme strong emotions ho."",
      ""agent"": ""'Kabir Singh' aapke liye ek acchi choice hogi. Yeh film intense love aur heartbreak ke aas-paas ghoomti hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Kabir Singh' Shahid Kapoor ki ek strong performance hai. Yeh film ek passionate aur self-destructive love story hai jisme emotions ka raw portrayal hai.""
    },
    {
      ""user"": ""Sounds intense! I'll give it a watch."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Nisha ji. Enjoy the emotional ride!""
    }
  ],
  ""movies"": [""Kabir Singh""]
}
"
92,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Rahul hai."",
      ""agent"": ""Rahul ji, aapse milkar khushi hui. Aap aaj kal kis tarah ki filmein dekhne ka mann bana rahe hain?""
    },
    {
      ""user"": ""Mujhe romantic aur entertaining filmein pasand hain, jisme thoda action bhi ho.""
    },
    {
      ""agent"": ""'Dilwale' dekh kar dekhiye. Yeh film ek zabardast mix hai romance, comedy, aur action ka. Isme Shah Rukh Khan aur Kajol ki iconic jodi bhi hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Dilwale' Rohit Shetty ki direction mein bani ek masala entertainer hai. Isme romance ke saath high-octane action scenes bhi hain, jo aapko zaroor pasand aayenge.""
    },
    {
      ""user"": ""Sounds like a fun watch. I'll check it out."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Rahul ji. Enjoy the mix of romance and action!""
    }
  ],
  ""movies"": [""Dilwale""]
}
"
93,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Simran hai."",
      ""agent"": ""Simran ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhna pasand karengi?""
    },
    {
      ""user"": ""Mujhe family drama aur comedy pasand hai.""
    },
    {
      ""agent"": ""'Jug Jugg Jeeyo' ek perfect family entertainer hai. Isme comedy aur emotions ka zabardast combination hai.""
    },
    {
      ""user"": ""Yeh film kaise hai?"",
      ""agent"": ""'Jug Jugg Jeeyo' ek modern family drama hai jisme shaadi aur rishton ke ups and downs ko dikhaya gaya hai. Isme comedy ke saath emotional moments bhi hain.""
    },
    {
      ""user"": ""Sounds heartwarming. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Simran ji. Enjoy the family drama!""
    }
  ],
  ""movies"": [""Jug Jugg Jeeyo""]
}
"
94,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Arjun hai."",
      ""agent"": ""Arjun ji, aapse milkar khushi hui. Aap aaj kal kis tarah ki filmein dekhna pasand karenge?""
    },
    {
      ""user"": ""Mujhe inspiring aur music-based filmein pasand hain.""
    },
    {
      ""agent"": ""'Gully Boy' aapke liye ek behtareen choice hogi. Yeh ek inspirational story hai jo rap music aur street culture ke background mein set hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Gully Boy' ek coming-of-age story hai jo ek aspiring rapper ki kahani dikhati hai. Ranveer Singh aur Alia Bhatt ki performances aapko zaroor impress karengi.""
    },
    {
      ""user"": ""Sounds inspiring. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Arjun ji. Enjoy the beats and inspiration!""
    }
  ],
  ""movies"": [""Gully Boy""]
}
"
